EpochTime,BuffWarning,status,Resolution
1521754086135,1,3,4
1521754086235,1,3,4
1521754086336,1,3,4
1521754086435,1,3,4
1521754086536,1,3,4
1521754086637,1,3,4
1521754086741,1,3,4
1521754086836,1,3,4
1521754086935,1,3,4
1521754087035,1,3,4
1521754087135,1,3,4
1521754087235,1,3,4
1521754087337,1,3,4
1521754087435,1,3,4
1521754087535,1,3,4
1521754087648,1,3,4
1521754087735,1,3,4
1521754087835,1,3,4
1521754087935,1,3,4
1521754088037,1,3,4
1521754088135,1,3,4
1521754088237,1,3,4
1521754088337,1,3,4
1521754088437,1,3,4
1521754088537,1,3,4
1521754088640,1,3,4
1521754088735,1,3,4
1521754088836,1,3,4
1521754088935,1,3,4
1521754089036,1,3,4
1521754089137,0,3,4
1521754089235,0,3,4
1521754089338,0,3,4
1521754089439,0,3,4
1521754089539,0,3,4
1521754089642,0,3,4
1521754089738,0,3,4
1521754089838,0,3,4
1521754089940,0,3,4
1521754090039,0,3,4
1521754090139,0,3,4
1521754090235,0,3,4
1521754090336,0,3,4
1521754090436,0,3,4
1521754090537,0,3,4
1521754090639,0,3,4
1521754090737,0,3,4
1521754090835,0,3,4
1521754090938,0,3,4
1521754091036,0,3,4
1521754091140,0,3,4
1521754091235,0,3,4
1521754091335,0,3,4
1521754091437,0,3,4
1521754091535,0,3,4
1521754091644,0,3,4
1521754091736,0,3,4
1521754091836,0,3,4
1521754091939,0,3,4
1521754092035,0,3,4
1521754092148,0,3,4
1521754092235,0,3,4
1521754092335,0,3,4
1521754092436,0,3,4
1521754092535,0,3,4
1521754092637,0,3,4
1521754092738,0,3,4
1521754092836,0,3,4
1521754092936,0,3,4
1521754093035,0,3,4
1521754093141,0,3,4
1521754093236,0,3,4
1521754093335,0,3,4
1521754093436,0,3,4
1521754093535,0,3,4
1521754093638,0,3,4
1521754093736,0,3,4
1521754093835,0,3,4
1521754093936,0,3,4
1521754094036,0,3,4
1521754094140,0,3,4
1521754094236,0,3,4
1521754094335,0,3,4
1521754094435,0,3,4
1521754094535,0,3,4
1521754094635,0,3,4
1521754094736,0,3,4
1521754094835,0,3,4
1521754094935,0,3,4
1521754095035,0,3,4
1521754095137,0,3,4
1521754095235,0,3,4
1521754095336,0,3,4
1521754095437,0,3,4
1521754095536,0,3,4
1521754095637,0,3,4
1521754095737,0,3,4
1521754095837,0,3,4
1521754095938,0,3,4
1521754096038,0,3,4
1521754096138,0,3,4
1521754096239,0,3,4
1521754096337,0,3,4
1521754096439,0,3,4
1521754096540,0,3,4
1521754096659,0,3,4
1521754096738,0,3,4
1521754096839,0,3,4
1521754096937,0,3,4
1521754097040,0,3,4
1521754097138,0,3,4
1521754097238,0,3,4
1521754097340,0,3,4
1521754097436,0,3,4
1521754097535,0,3,4
1521754097634,0,3,4
1521754097738,0,3,4
1521754097837,0,3,4
1521754097935,0,3,4
1521754098035,0,3,4
1521754098137,0,3,4
1521754098237,0,3,4
1521754098336,0,3,4
1521754098439,0,3,4
1521754098539,0,3,4
1521754098635,0,3,4
1521754098735,0,3,4
1521754098835,0,3,4
1521754098936,0,3,4
1521754099035,0,3,4
1521754099135,0,3,4
1521754099235,0,3,4
1521754099335,0,3,4
1521754099436,0,3,4
1521754099537,0,3,4
1521754099635,0,3,4
1521754099737,0,3,4
1521754099835,0,3,4
1521754099940,0,3,4
1521754100037,0,3,4
1521754100135,0,3,4
1521754100238,0,3,4
1521754100335,0,3,4
1521754100435,0,3,4
1521754100535,0,3,4
1521754100635,0,3,4
1521754100737,0,3,4
1521754100834,0,3,4
1521754100935,0,3,4
1521754101036,0,3,4
1521754101136,0,3,4
1521754101236,0,3,4
1521754101336,0,3,4
1521754101436,0,3,4
1521754101537,0,3,4
1521754101636,0,3,4
1521754101737,0,3,4
1521754101836,0,3,4
1521754101935,0,3,4
1521754102035,0,3,4
1521754102136,0,3,4
1521754102234,0,3,4
1521754102335,0,3,4
1521754102434,0,3,4
1521754102534,0,3,4
1521754102638,0,3,4
1521754102737,0,3,4
1521754102836,0,3,4
1521754102937,0,3,4
1521754103038,0,3,4
1521754103138,0,3,4
1521754103237,0,3,4
1521754103338,0,3,4
1521754103438,0,3,4
1521754103536,0,3,4
1521754103641,0,3,4
1521754103735,0,3,4
1521754103838,0,3,4
1521754103937,0,3,4
1521754104040,0,3,4
1521754104135,0,3,4
1521754104237,0,3,4
1521754104339,0,3,4
1521754104437,0,3,4
1521754104539,0,3,4
1521754104636,0,3,4
1521754104735,0,3,4
1521754104838,0,3,4
1521754104934,0,3,4
1521754105039,0,3,4
1521754105136,0,3,4
1521754105240,0,3,4
1521754105338,0,3,4
1521754105436,0,3,4
1521754105538,0,3,4
1521754105636,0,3,4
1521754105736,0,3,4
1521754105835,0,3,4
1521754105934,0,3,4
1521754106036,0,3,4
1521754106135,0,3,4
1521754106241,0,3,4
1521754106335,0,3,4
1521754106435,0,3,4
1521754106535,0,3,4
1521754106635,0,3,4
1521754106738,0,3,4
1521754106835,0,3,4
1521754106934,0,3,4
1521754107037,0,3,4
1521754107135,0,3,4
1521754107237,0,3,4
1521754107335,0,3,4
1521754107435,0,3,4
1521754107538,0,3,4
1521754107634,0,3,4
1521754107734,0,3,4
1521754107834,0,3,4
1521754107934,0,3,4
1521754108035,0,3,4
1521754108135,0,3,4
1521754108235,0,3,4
1521754108337,0,3,4
1521754108436,0,3,4
1521754108538,0,3,4
1521754108634,0,3,4
1521754108735,0,3,4
1521754108836,0,3,4
1521754108936,0,3,4
1521754109038,0,3,4
1521754109140,0,3,4
1521754109235,0,3,4
1521754109335,0,3,4
1521754109436,0,3,4
1521754109536,0,3,4
1521754109636,0,3,4
1521754109737,0,3,4
1521754109836,0,3,4
1521754109937,0,3,4
1521754110038,0,3,4
1521754110146,0,3,4
1521754110239,0,3,4
1521754110337,0,3,4
1521754110435,0,3,4
1521754110537,0,3,4
1521754110642,0,3,4
1521754110738,0,3,4
1521754110837,0,3,4
1521754110938,0,3,4
1521754111036,0,3,4
1521754111146,0,3,4
1521754111237,0,3,4
1521754111339,0,3,4
1521754111438,0,3,4
1521754111534,0,3,4
1521754111643,0,3,4
1521754111735,0,3,4
1521754111839,0,3,4
1521754111936,0,3,4
1521754112039,0,3,4
1521754112136,0,3,4
1521754112236,0,3,4
1521754112339,0,3,4
1521754112436,0,3,4
1521754112538,0,3,4
1521754112639,0,3,4
1521754112736,0,3,4
1521754112840,0,3,4
1521754112935,0,3,4
1521754113039,0,3,4
1521754113137,0,3,4
1521754113235,0,3,4
1521754113339,0,3,4
1521754113434,0,3,4
1521754113539,0,3,4
1521754113638,0,3,4
1521754113734,0,3,4
1521754113835,0,3,4
1521754113935,0,3,4
1521754114039,0,3,4
1521754114138,0,3,4
1521754114234,0,3,4
1521754114335,0,3,4
1521754114434,0,3,4
1521754114537,0,3,4
1521754114641,0,3,4
1521754114735,0,3,4
1521754114839,0,3,4
1521754114935,0,3,4
1521754115034,0,3,4
1521754115136,0,3,4
1521754115235,0,3,4
1521754115336,0,3,4
1521754115435,0,3,4
1521754115535,0,3,4
1521754115634,0,3,4
1521754115736,0,3,4
1521754115837,0,3,4
1521754115935,0,3,4
1521754116035,0,3,4
1521754116135,0,3,4
1521754116235,0,3,4
1521754116335,0,3,4
1521754116435,0,3,4
1521754116535,0,3,4
1521754116637,0,3,4
1521754116734,0,3,4
1521754116835,0,3,4
1521754116936,0,3,4
1521754117039,0,3,4
1521754117136,0,3,4
1521754117236,0,3,4
1521754117337,0,3,4
1521754117437,0,3,4
1521754117538,0,3,4
1521754117637,0,3,4
1521754117738,0,3,4
1521754117835,0,3,4
1521754117937,0,3,4
1521754118038,0,3,4
1521754118134,0,3,4
1521754118239,0,3,4
1521754118337,0,3,4
1521754118437,0,3,4
1521754118537,0,3,4
1521754118638,0,3,4
1521754118737,0,3,4
1521754118834,0,3,4
1521754118939,0,3,4
1521754119036,0,3,4
1521754119134,0,3,4
1521754119236,0,3,4
1521754119339,0,3,4
1521754119436,0,3,4
1521754119536,0,3,4
1521754119638,0,3,4
1521754119736,0,3,4
1521754119837,0,3,4
1521754119937,0,3,4
1521754120037,0,3,4
1521754120137,0,3,4
1521754120236,0,3,4
1521754120337,0,3,4
1521754120434,0,3,4
1521754120535,0,3,4
1521754120639,0,3,4
1521754120735,0,3,4
1521754120838,0,3,4
1521754120935,0,3,4
1521754121034,0,3,4
1521754121141,0,3,4
1521754121234,0,3,4
1521754121338,0,3,4
1521754121434,0,3,4
1521754121534,0,3,4
1521754121640,0,3,4
1521754121734,0,3,4
1521754121835,0,3,4
1521754121937,0,3,4
1521754122034,0,3,4
1521754122140,0,3,4
1521754122235,0,3,4
1521754122338,0,3,4
1521754122434,0,3,4
1521754122534,0,3,4
1521754122642,0,3,4
1521754122734,0,3,4
1521754122839,0,3,4
1521754122937,0,3,4
1521754123037,0,3,4
1521754123135,0,3,4
1521754123234,0,3,4
1521754123335,0,3,4
1521754123434,0,3,4
1521754123536,0,3,4
1521754123636,0,3,4
1521754123735,0,3,4
1521754123836,0,3,4
1521754123937,0,3,4
1521754124037,0,3,4
1521754124135,0,3,4
1521754124236,0,3,4
1521754124335,0,3,4
1521754124437,0,3,4
1521754124536,0,3,4
1521754124646,0,3,4
1521754124734,0,3,4
1521754124834,0,3,4
1521754124934,0,3,4
1521754125035,0,3,4
1521754125148,0,3,4
1521754125240,0,3,4
1521754125334,0,3,4
1521754125439,0,3,4
1521754125537,0,3,4
1521754125636,0,3,4
1521754125735,0,3,4
1521754125836,0,3,4
1521754125938,0,3,4
1521754126036,0,3,4
1521754126139,0,3,4
1521754126238,0,3,4
1521754126335,0,3,4
1521754126438,0,3,4
1521754126536,0,3,4
1521754126635,0,3,4
1521754126736,0,3,4
1521754126835,0,3,4
1521754126937,0,3,4
1521754127034,0,3,4
1521754127147,0,3,4
1521754127237,0,3,4
1521754127334,0,3,4
1521754127439,0,3,4
1521754127534,0,3,4
1521754127641,0,3,4
1521754127737,0,3,4
1521754127834,0,3,4
1521754127935,0,3,4
1521754128034,0,3,4
1521754128143,0,3,4
