EpochTime,BuffWarning,status,Resolution
1521740895032,1,3,4
1521740895134,1,3,4
1521740895233,1,3,4
1521740895332,1,3,4
1521740895436,1,3,4
1521740895535,1,3,4
1521740895633,1,3,4
1521740895732,1,3,4
1521740895834,1,3,4
1521740895933,1,3,4
1521740896036,1,3,4
1521740896133,1,3,4
1521740896233,1,3,4
1521740896332,1,3,4
1521740896433,1,3,4
1521740896539,1,3,4
1521740896634,1,3,4
1521740896732,1,3,4
1521740896834,1,3,4
1521740896947,1,3,4
1521740897037,1,3,4
1521740897132,1,3,4
1521740897234,1,3,4
1521740897334,0,3,4
1521740897434,0,3,4
1521740897535,0,3,4
1521740897635,0,3,4
1521740897734,0,3,4
1521740897836,0,3,4
1521740897935,0,3,4
1521740898033,0,3,4
1521740898133,0,3,4
1521740898235,0,3,4
1521740898332,0,3,4
1521740898436,0,3,4
1521740898534,0,3,4
1521740898634,0,3,4
1521740898736,0,3,4
1521740898835,0,3,4
1521740898933,0,3,4
1521740899036,0,3,4
1521740899135,0,3,4
1521740899235,0,3,4
1521740899334,0,3,4
1521740899434,0,3,4
1521740899535,0,3,4
1521740899632,0,3,4
1521740899733,0,3,4
1521740899834,0,3,4
1521740899935,0,3,4
1521740900032,0,3,4
1521740900134,0,3,4
1521740900234,0,3,4
1521740900332,0,3,4
1521740900433,0,3,4
1521740900533,0,3,4
1521740900634,0,3,4
1521740900733,0,3,4
1521740900832,0,3,4
1521740900932,0,3,4
1521740901032,0,3,4
1521740901132,0,3,4
1521740901233,0,3,4
1521740901332,0,3,4
1521740901432,0,3,4
1521740901532,0,3,4
1521740901632,0,3,4
1521740901732,0,3,4
1521740901832,0,3,4
1521740901937,0,3,4
1521740902032,0,3,4
1521740902132,0,3,4
1521740902233,0,3,4
1521740902333,0,3,4
1521740902433,0,3,4
1521740902533,0,3,4
1521740902632,0,3,4
1521740902732,0,3,4
1521740902835,0,3,4
1521740902933,0,3,4
1521740903034,0,3,4
1521740903132,0,3,4
1521740903231,0,3,4
1521740903332,0,3,4
1521740903432,0,3,4
1521740903535,0,3,4
1521740903633,0,3,4
1521740903732,0,3,4
1521740903832,0,3,4
1521740903932,0,3,4
1521740904034,0,3,4
1521740904133,0,3,4
1521740904233,0,3,4
1521740904333,0,3,4
1521740904432,0,3,4
1521740904537,0,3,4
1521740904632,0,3,4
1521740904732,0,3,4
1521740904832,0,3,4
1521740904935,0,3,4
1521740905038,0,3,4
1521740905132,0,3,4
1521740905233,0,3,4
1521740905350,0,3,4
1521740905432,0,3,4
1521740905533,0,3,4
1521740905632,0,3,4
1521740905735,0,3,4
1521740905832,0,3,4
1521740905932,0,3,4
1521740906037,0,3,4
1521740906133,0,3,4
1521740906233,0,3,4
1521740906335,0,3,4
1521740906434,0,3,4
1521740906539,0,3,4
1521740906632,0,3,4
1521740906732,0,3,4
1521740906832,0,3,4
1521740906932,0,3,4
1521740907036,0,3,4
1521740907132,0,3,4
1521740907233,0,3,4
1521740907333,0,3,4
1521740907435,0,3,4
1521740907535,0,3,4
1521740907634,0,3,4
1521740907735,0,3,4
1521740907832,0,3,4
1521740907932,0,3,4
1521740908035,0,3,4
1521740908134,0,3,4
1521740908232,0,3,4
1521740908333,0,3,4
1521740908436,0,3,4
1521740908535,0,3,4
1521740908632,0,3,4
1521740908732,0,3,4
1521740908833,0,3,4
1521740908932,0,3,4
1521740909033,0,3,4
1521740909134,0,3,4
1521740909235,0,3,4
1521740909333,0,3,4
1521740909432,0,3,4
1521740909533,0,3,4
1521740909634,0,3,4
1521740909735,0,3,4
1521740909834,0,3,4
1521740909932,0,3,4
1521740910035,0,3,4
1521740910134,0,3,4
1521740910234,0,3,4
1521740910332,0,3,4
1521740910435,0,3,4
1521740910539,0,3,4
1521740910633,0,3,4
1521740910735,0,3,4
1521740910832,0,3,4
1521740910932,0,3,4
1521740911033,0,3,4
1521740911132,0,3,4
1521740911232,0,3,4
1521740911332,0,3,4
1521740911433,0,3,4
1521740911534,0,3,4
1521740911633,0,3,4
1521740911734,0,3,4
1521740911834,0,3,4
1521740911935,0,3,4
1521740912036,0,3,4
1521740912135,0,3,4
1521740912235,0,3,4
1521740912335,0,3,4
1521740912433,0,3,4
1521740912533,0,3,4
1521740912632,0,3,4
1521740912732,0,3,4
1521740912832,0,3,4
1521740912931,0,3,4
1521740913033,0,3,4
1521740913132,0,3,4
1521740913234,0,3,4
1521740913332,0,3,4
1521740913434,0,3,4
1521740913534,0,3,4
1521740913633,0,3,4
1521740913734,0,3,4
1521740913835,0,3,4
1521740913933,0,3,4
1521740914034,0,3,4
1521740914132,0,3,4
1521740914233,0,3,4
1521740914332,0,3,4
1521740914432,0,3,4
1521740914532,0,3,4
1521740914632,0,3,4
1521740914732,0,3,4
1521740914832,0,3,4
1521740914932,0,3,4
1521740915032,0,3,4
1521740915132,0,3,4
1521740915232,0,3,4
1521740915332,0,3,4
1521740915432,0,3,4
1521740915532,0,3,4
1521740915632,0,3,4
1521740915731,0,3,4
1521740915831,0,3,4
1521740915932,0,3,4
1521740916032,0,3,4
1521740916132,0,3,4
1521740916233,0,3,4
1521740916332,0,3,4
1521740916432,0,3,4
1521740916534,0,3,4
1521740916632,0,3,4
1521740916732,0,3,4
1521740916833,0,3,4
1521740916932,0,3,4
1521740917034,0,3,4
1521740917133,0,3,4
1521740917233,0,3,4
1521740917332,0,3,4
1521740917432,0,3,4
1521740917533,0,3,4
1521740917632,0,3,4
1521740917732,0,3,4
1521740917832,0,3,4
1521740917932,0,3,4
1521740918033,0,3,4
1521740918132,0,3,4
1521740918232,0,3,4
1521740918332,0,3,4
1521740918432,0,3,4
1521740918533,0,3,4
1521740918632,0,3,4
1521740918732,0,3,4
1521740918832,0,3,4
1521740918935,0,3,4
1521740919035,0,3,4
1521740919132,0,3,4
1521740919232,0,3,4
1521740919332,0,3,4
1521740919432,0,3,4
1521740919532,0,3,4
1521740919635,0,3,4
1521740919733,0,3,4
1521740919832,0,3,4
1521740919931,0,3,4
1521740920043,0,3,4
1521740920133,0,3,4
1521740920233,0,3,4
1521740920334,0,3,4
1521740920433,0,3,4
1521740920536,0,3,4
1521740920631,0,3,4
1521740920732,0,3,4
1521740920832,0,3,4
1521740920933,0,3,4
1521740921033,0,3,4
1521740921135,0,3,4
1521740921233,0,3,4
1521740921333,0,3,4
1521740921435,0,3,4
1521740921532,0,3,4
1521740921632,0,3,4
1521740921732,0,3,4
1521740921832,0,3,4
1521740921931,0,3,4
1521740922032,0,3,4
1521740922131,0,3,4
1521740922234,0,3,4
1521740922332,0,3,4
1521740922433,0,3,4
1521740922533,0,3,4
1521740922635,0,3,4
1521740922732,0,3,4
1521740922834,0,3,4
1521740922933,0,3,4
1521740923033,0,3,4
1521740923133,0,3,4
1521740923233,0,3,4
1521740923334,0,3,4
1521740923434,0,3,4
1521740923536,0,3,4
1521740923633,0,3,4
1521740923732,0,3,4
1521740923832,0,3,4
1521740923933,0,3,4
1521740924038,0,3,4
1521740924135,0,3,4
1521740924234,0,3,4
1521740924333,0,3,4
1521740924433,0,3,4
1521740924532,0,3,4
1521740924632,0,3,4
1521740924733,0,3,4
1521740924834,0,3,4
1521740924934,0,3,4
1521740925033,0,3,4
1521740925132,0,3,4
1521740925231,0,3,4
1521740925332,0,3,4
1521740925432,0,3,4
1521740925533,0,3,4
1521740925633,0,3,4
1521740925731,0,3,4
1521740925833,0,3,4
1521740925934,0,3,4
1521740926033,0,3,4
1521740926132,0,3,4
1521740926232,0,3,4
1521740926332,0,3,4
1521740926433,0,3,4
1521740926540,0,3,4
1521740926635,0,3,4
1521740926733,0,3,4
1521740926833,0,3,4
1521740926932,0,3,4
1521740927035,0,3,4
1521740927133,0,3,4
1521740927231,0,3,4
1521740927333,0,3,4
1521740927433,0,3,4
1521740927536,0,3,4
1521740927633,0,3,4
1521740927733,0,3,4
1521740927832,0,3,4
1521740927933,0,3,4
1521740928034,0,3,4
1521740928135,0,3,4
1521740928233,0,3,4
1521740928332,0,3,4
1521740928435,0,3,4
1521740928533,0,3,4
1521740928633,0,3,4
1521740928735,0,3,4
1521740928832,0,3,4
1521740928933,0,3,4
1521740929039,0,3,4
1521740929134,0,3,4
1521740929231,0,3,4
1521740929332,0,3,4
1521740929431,0,3,4
1521740929532,0,3,4
1521740929632,0,3,4
1521740929735,0,3,4
1521740929832,0,3,4
1521740929932,0,3,4
1521740930037,0,3,4
1521740930132,0,3,4
